timestamp,bucket_values
2023-11-20T09:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.011, 0.053, 0.182, 0.209, 0.155, 0.139, 0.126, 0.08, 0.03, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-21T07:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.003, 0.006, 0.02, 0.066, 0.149, 0.218, 0.261, 0.186, 0.069, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-22T07:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.011, 0.055, 0.139, 0.215, 0.232, 0.177, 0.108, 0.041, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-24T08:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.003, 0.006, 0.01, 0.036, 0.11, 0.228, 0.282, 0.194, 0.089, 0.026, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-25T09:40:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.005, 0.006, 0.014, 0.039, 0.108, 0.193, 0.212, 0.172, 0.127, 0.078, 0.03, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-26T10:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.003, 0.008, 0.032, 0.084, 0.163, 0.227, 0.207, 0.165, 0.08, 0.02, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-27T03:54:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.01, 0.032, 0.104, 0.286, 0.303, 0.166, 0.066, 0.018, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-28T09:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.001, 0.002, 0.004, 0.006, 0.016, 0.053, 0.13, 0.228, 0.287, 0.186, 0.065, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-29T09:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.002, 0.002, 0.004, 0.009, 0.026, 0.094, 0.263, 0.359, 0.185, 0.042, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-30T09:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.002, 0.002, 0.006, 0.016, 0.033, 0.05, 0.118, 0.252, 0.272, 0.157, 0.063, 0.019, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
