timestamp,bucket_values
2023-12-12T07:39:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.007, 0.013, 0.037, 0.058, 0.088, 0.162, 0.217, 0.188, 0.127, 0.057, 0.028, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-14T09:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.006, 0.033, 0.13, 0.136, 0.139, 0.145, 0.152, 0.139, 0.079, 0.026, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-15T09:32:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.008, 0.013, 0.026, 0.05, 0.103, 0.201, 0.264, 0.214, 0.087, 0.017, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-16T08:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.004, 0.012, 0.046, 0.112, 0.203, 0.259, 0.222, 0.098, 0.029, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-17T09:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.002, 0.005, 0.013, 0.023, 0.048, 0.113, 0.219, 0.262, 0.2, 0.083, 0.021, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-18T08:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.015, 0.081, 0.106, 0.085, 0.113, 0.165, 0.232, 0.145, 0.041, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-19T09:01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.007, 0.013, 0.04, 0.113, 0.275, 0.303, 0.172, 0.059, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-20T08:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.002, 0.005, 0.032, 0.102, 0.204, 0.277, 0.242, 0.104, 0.022, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-21T08:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.005, 0.012, 0.057, 0.159, 0.204, 0.185, 0.187, 0.128, 0.04, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-22T07:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.002, 0.006, 0.011, 0.022, 0.039, 0.071, 0.256, 0.329, 0.165, 0.056, 0.019, 0.008, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-23T10:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.008, 0.01, 0.017, 0.05, 0.117, 0.174, 0.203, 0.193, 0.138, 0.063, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-24T09:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.004, 0.014, 0.046, 0.095, 0.152, 0.205, 0.208, 0.167, 0.08, 0.018, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-25T09:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.004, 0.013, 0.058, 0.127, 0.156, 0.188, 0.204, 0.154, 0.069, 0.019, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-26T10:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.002, 0.002, 0.004, 0.007, 0.043, 0.12, 0.202, 0.293, 0.221, 0.08, 0.019, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-28T08:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.002, 0.003, 0.006, 0.015, 0.052, 0.137, 0.205, 0.231, 0.196, 0.099, 0.037, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-29T08:07:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.01, 0.03, 0.076, 0.145, 0.193, 0.218, 0.19, 0.097, 0.024, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-12-30T08:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.003, 0.013, 0.035, 0.09, 0.15, 0.202, 0.207, 0.17, 0.084, 0.029, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
